City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Razole,IN,2021-07-24 16:23:07,16.4833,81.8333,84.49,79,49,4.61
284,Batagay,RU,2021-07-24 16:23:07,67.6333,134.6333,59.77,69,77,5.01
285,Huanren,CN,2021-07-24 16:23:08,41.2647,125.3667,70.32,92,60,2.89
286,Hammerfest,NO,2021-07-24 16:23:08,70.6634,23.6821,45.05,100,75,11.5
287,Nanortalik,GL,2021-07-24 16:23:08,60.1432,-45.2371,43.77,96,100,11.83
288,Thompson,CA,2021-07-24 16:22:21,55.7435,-97.8558,64.56,72,90,12.66
289,Kaoma,ZM,2021-07-24 16:23:09,-14.7833,24.8,70.11,40,48,11.95
290,Salem,IN,2021-07-24 16:23:09,11.65,78.1667,78.69,77,63,4.63
291,Alofi,NU,2021-07-24 16:22:40,-19.0595,-169.9187,73.29,100,85,4.61
292,Sao Gabriel Da Cachoeira,BR,2021-07-24 16:23:10,-0.1303,-67.0892,84.0,84,40,3.44
293,King City,US,2021-07-24 16:23:10,36.2127,-121.126,84.22,33,27,0.27
